AWAY,HOME,HOME_TEAM_RESULT,W%,B_index,LV2,wOBA,WAR,WAR,W%,B_index,LV2,wOBA,WAR,WAR
Brewers,Mariners,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.530864198,46.6,28.27,0.325,12.9,20.9
Mets,Giants,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.537037037,43.5,28.27,0.315,17.2,26.8
Mets,Giants,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.537037037,43.5,28.27,0.315,17.2,26.8
Rangers,Rays,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Astros,Orioles,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.549382716,47.3,26.91,0.326,15.4,20.2
Marlins,Pirates,L,0.49068323,46.1,28.77,0.309,14.5,20,0.481481481,47,26.13,0.318,9.2,17.3
Cardinals,Phillies,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.438271605,47,28.53,0.296,13.6,10.2
RedSox,Tigers,L,0.574074074,46.6,29.18,0.346,18.1,35,0.534161491,48,27.31,0.33,17.4,19.4
Dodgers,Reds,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.419753086,46.7,26.46,0.311,-1.4,15.9
Athletics,WhiteSox,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.481481481,46.7,27.06,0.314,15.9,16.4
BlueJays,Indians,L,0.549382716,46.7,28.14,0.327,19,23.7,0.583850932,46.4,30.09,0.326,18.7,26.7
Nationals,Braves,L,0.586419753,45.8,31.17,0.322,23.2,23,0.422360248,45.5,26.35,0.304,8.9,10
Twins,Royals,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.5,46.3,27.5,0.307,9.9,14.6
Cubs,Rockies,L,0.635802469,46.7,30.36,0.333,20.6,38,0.462962963,48.8,26.66,0.339,13.5,17.5
Brewers,Mariners,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.530864198,46.6,28.27,0.325,12.9,20.9
Yankees,Angels,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.456790123,42.4,25.16,0.314,6.7,20.7
RedSox,Tigers,W,0.574074074,46.6,29.18,0.346,18.1,35,0.534161491,48,27.31,0.33,17.4,19.4
Dodgers,Reds,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.419753086,46.7,26.46,0.311,-1.4,15.9
Rangers,Rays,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.419753086,48.8,29.26,0.315,12.2,17.3
BlueJays,Indians,W,0.549382716,46.7,28.14,0.327,19,23.7,0.583850932,46.4,30.09,0.326,18.7,26.7
Astros,Orioles,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.549382716,47.3,26.91,0.326,15.4,20.2
Marlins,Pirates,L,0.49068323,46.1,28.77,0.309,14.5,20,0.481481481,47,26.13,0.318,9.2,17.3
Cardinals,Phillies,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.438271605,47,28.53,0.296,13.6,10.2
Nationals,Braves,W,0.586419753,45.8,31.17,0.322,23.2,23,0.422360248,45.5,26.35,0.304,8.9,10
Athletics,WhiteSox,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Twins,Royals,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.5,46.3,27.5,0.307,9.9,14.6
Yankees,Angels,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.456790123,42.4,25.16,0.314,6.7,20.7
Cubs,Rockies,W,0.635802469,46.7,30.36,0.333,20.6,38,0.462962963,48.8,26.66,0.339,13.5,17.5
Brewers,Mariners,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.530864198,46.6,28.27,0.325,12.9,20.9
Mets,Giants,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.537037037,43.5,28.27,0.315,17.2,26.8
Dodgers,Reds,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.419753086,46.7,26.46,0.311,-1.4,15.9
Astros,Pirates,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.481481481,47,26.13,0.318,9.2,17.3
Nationals,Orioles,W,0.586419753,45.8,31.17,0.322,23.2,23,0.549382716,47.3,26.91,0.326,15.4,20.2
RedSox,Rays,L,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.8,29.26,0.315,12.2,17.3
Rockies,Brewers,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.450617284,49.9,25.31,0.315,12.5,12.3
Indians,Athletics,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Cubs,Padres,L,0.635802469,46.7,30.36,0.333,20.6,38,0.419753086,48.5,26.19,0.297,8.7,11.6
Yankees,Mariners,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.530864198,46.6,28.27,0.325,12.9,20.9
Astros,Pirates,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.481481481,47,26.13,0.318,9.2,17.3
Nationals,Orioles,W,0.586419753,45.8,31.17,0.322,23.2,23,0.549382716,47.3,26.91,0.326,15.4,20.2
Angels,BlueJays,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.549382716,46.7,28.14,0.327,19,23.7
RedSox,Rays,L,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.8,29.26,0.315,12.2,17.3
Royals,Marlins,L,0.5,46.3,27.5,0.307,9.9,14.6,0.49068323,46.1,28.77,0.309,14.5,20
Rangers,Reds,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.419753086,46.7,26.46,0.311,-1.4,15.9
Rockies,Brewers,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.450617284,49.9,25.31,0.315,12.5,12.3
Tigers,Twins,L,0.534161491,48,27.31,0.33,17.4,19.4,0.364197531,47.9,26.48,0.317,8.5,12.5
Phillies,WhiteSox,W,0.438271605,47,28.53,0.296,13.6,10.2,0.481481481,46.7,27.06,0.314,15.9,16.4
Mets,Cardinals,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.530864198,46.7,27.7,0.329,17.4,22.3
Indians,Athletics,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Cubs,Padres,L,0.635802469,46.7,30.36,0.333,20.6,38,0.419753086,48.5,26.19,0.297,8.7,11.6
Yankees,Mariners,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.530864198,46.6,28.27,0.325,12.9,20.9
Giants,Dodgers,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.561728395,46.3,32.05,0.314,22.7,24.2
Astros,Pirates,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.481481481,47,26.13,0.318,9.2,17.3
Rockies,Brewers,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.450617284,49.9,25.31,0.315,12.5,12.3
Indians,Athletics,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Cubs,Padres,L,0.635802469,46.7,30.36,0.333,20.6,38,0.419753086,48.5,26.19,0.297,8.7,11.6
Yankees,Mariners,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.530864198,46.6,28.27,0.325,12.9,20.9
Orioles,Nationals,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.586419753,45.8,31.17,0.322,23.2,23
Angels,BlueJays,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.549382716,46.7,28.14,0.327,19,23.7
RedSox,Rays,W,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.8,29.26,0.315,12.2,17.3
Royals,Marlins,W,0.5,46.3,27.5,0.307,9.9,14.6,0.49068323,46.1,28.77,0.309,14.5,20
Rangers,Reds,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.419753086,46.7,26.46,0.311,-1.4,15.9
Tigers,Twins,L,0.534161491,48,27.31,0.33,17.4,19.4,0.364197531,47.9,26.48,0.317,8.5,12.5
Phillies,WhiteSox,L,0.438271605,47,28.53,0.296,13.6,10.2,0.481481481,46.7,27.06,0.314,15.9,16.4
Mets,Cardinals,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.530864198,46.7,27.7,0.329,17.4,22.3
Giants,Dodgers,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.561728395,46.3,32.05,0.314,22.7,24.2
RedSox,Rays,W,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.8,29.26,0.315,12.2,17.3
Tigers,Twins,L,0.534161491,48,27.31,0.33,17.4,19.4,0.364197531,47.9,26.48,0.317,8.5,12.5
Orioles,Nationals,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.586419753,45.8,31.17,0.322,23.2,23
Angels,BlueJays,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.549382716,46.7,28.14,0.327,19,23.7
Royals,Marlins,L,0.5,46.3,27.5,0.307,9.9,14.6,0.49068323,46.1,28.77,0.309,14.5,20
Mets,Cardinals,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.530864198,46.7,27.7,0.329,17.4,22.3
Indians,Rangers,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Pirates,Brewers,L,0.481481481,47,26.13,0.318,9.2,17.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Mariners,WhiteSox,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.481481481,46.7,27.06,0.314,15.9,16.4
Giants,Dodgers,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.561728395,46.3,32.05,0.314,22.7,24.2
Orioles,Yankees,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.518518519,44.8,30.4,0.311,18.2,14.6
Rockies,Nationals,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.586419753,45.8,31.17,0.322,23.2,23
Twins,BlueJays,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.549382716,46.7,28.14,0.327,19,23.7
Royals,RedSox,L,0.5,46.3,27.5,0.307,9.9,14.6,0.574074074,46.6,29.18,0.346,18.1,35
Angels,Tigers,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.534161491,48,27.31,0.33,17.4,19.4
Phillies,Mets,W,0.438271605,47,28.53,0.296,13.6,10.2,0.537037037,45.9,29.76,0.315,24.4,20.5
Padres,Marlins,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.49068323,46.1,28.77,0.309,14.5,20
Indians,Rangers,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Pirates,Brewers,L,0.481481481,47,26.13,0.318,9.2,17.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Mariners,WhiteSox,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.481481481,46.7,27.06,0.314,15.9,16.4
Rays,Astros,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.518518519,48.1,29.74,0.317,20.1,20.6
Athletics,Cardinals,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.530864198,46.7,27.7,0.329,17.4,22.3
Cubs,Dodgers,L,0.635802469,46.7,30.36,0.333,20.6,38,0.561728395,46.3,32.05,0.314,22.7,24.2
Braves,Giants,W,0.422360248,45.5,26.35,0.304,8.9,10,0.537037037,43.5,28.27,0.315,17.2,26.8
Orioles,Yankees,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.518518519,44.8,30.4,0.311,18.2,14.6
Rockies,Nationals,L,0.462962963,48.8,26.66,0.339,13.5,17.5,0.586419753,45.8,31.17,0.322,23.2,23
Twins,BlueJays,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.549382716,46.7,28.14,0.327,19,23.7
Cubs,Dodgers,W,0.635802469,46.7,30.36,0.333,20.6,38,0.561728395,46.3,32.05,0.314,22.7,24.2
Royals,RedSox,W,0.5,46.3,27.5,0.307,9.9,14.6,0.574074074,46.6,29.18,0.346,18.1,35
Angels,Tigers,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.534161491,48,27.31,0.33,17.4,19.4
Phillies,Mets,W,0.438271605,47,28.53,0.296,13.6,10.2,0.537037037,45.9,29.76,0.315,24.4,20.5
Pirates,Brewers,L,0.481481481,47,26.13,0.318,9.2,17.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Padres,Marlins,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.49068323,46.1,28.77,0.309,14.5,20
Mariners,WhiteSox,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.481481481,46.7,27.06,0.314,15.9,16.4
Rays,Astros,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.518518519,48.1,29.74,0.317,20.1,20.6
Athletics,Cardinals,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.530864198,46.7,27.7,0.329,17.4,22.3
Indians,Rangers,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Braves,Giants,L,0.422360248,45.5,26.35,0.304,8.9,10,0.537037037,43.5,28.27,0.315,17.2,26.8
Orioles,Yankees,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.518518519,44.8,30.4,0.311,18.2,14.6
Twins,BlueJays,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.549382716,46.7,28.14,0.327,19,23.7
Angels,Tigers,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.534161491,48,27.31,0.33,17.4,19.4
Phillies,Mets,L,0.438271605,47,28.53,0.296,13.6,10.2,0.537037037,45.9,29.76,0.315,24.4,20.5
Padres,Marlins,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.49068323,46.1,28.77,0.309,14.5,20
Rockies,Nationals,L,0.462962963,48.8,26.66,0.339,13.5,17.5,0.586419753,45.8,31.17,0.322,23.2,23
Pirates,Brewers,L,0.481481481,47,26.13,0.318,9.2,17.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Mariners,WhiteSox,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.481481481,46.7,27.06,0.314,15.9,16.4
Rays,Astros,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.518518519,48.1,29.74,0.317,20.1,20.6
Athletics,Cardinals,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.530864198,46.7,27.7,0.329,17.4,22.3
Indians,Rangers,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Braves,Giants,W,0.422360248,45.5,26.35,0.304,8.9,10,0.537037037,43.5,28.27,0.315,17.2,26.8
Cubs,Dodgers,W,0.635802469,46.7,30.36,0.333,20.6,38,0.561728395,46.3,32.05,0.314,22.7,24.2
Royals,RedSox,L,0.5,46.3,27.5,0.307,9.9,14.6,0.574074074,46.6,29.18,0.346,18.1,35
BlueJays,Orioles,L,0.549382716,46.7,28.14,0.327,19,23.7,0.549382716,47.3,26.91,0.326,15.4,20.2
Nationals,Phillies,L,0.586419753,45.8,31.17,0.322,23.2,23,0.438271605,47,28.53,0.296,13.6,10.2
WhiteSox,Tigers,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.534161491,48,27.31,0.33,17.4,19.4
Marlins,Mets,W,0.49068323,46.1,28.77,0.309,14.5,20,0.537037037,45.9,29.76,0.315,24.4,20.5
Twins,Indians,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.583850932,46.4,30.09,0.326,18.7,26.7
Rays,RedSox,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.574074074,46.6,29.18,0.346,18.1,35
Cardinals,Brewers,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Pirates,Cubs,W,0.481481481,47,26.13,0.318,9.2,17.3,0.635802469,46.7,30.36,0.333,20.6,38
Mariners,Rangers,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.586419753,46.2,25.24,0.324,10.1,18.7
Athletics,Astros,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Yankees,Royals,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.5,46.3,27.5,0.307,9.9,14.6
Dodgers,Rockies,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.462962963,48.8,26.66,0.339,13.5,17.5
Reds,Angels,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.456790123,42.4,25.16,0.314,6.7,20.7
BlueJays,Orioles,W,0.549382716,46.7,28.14,0.327,19,23.7,0.549382716,47.3,26.91,0.326,15.4,20.2
Nationals,Phillies,L,0.586419753,45.8,31.17,0.322,23.2,23,0.438271605,47,28.53,0.296,13.6,10.2
WhiteSox,Tigers,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.534161491,48,27.31,0.33,17.4,19.4
Marlins,Mets,W,0.49068323,46.1,28.77,0.309,14.5,20,0.537037037,45.9,29.76,0.315,24.4,20.5
Twins,Indians,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.583850932,46.4,30.09,0.326,18.7,26.7
Padres,Braves,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.422360248,45.5,26.35,0.304,8.9,10
Rays,RedSox,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.574074074,46.6,29.18,0.346,18.1,35
Pirates,Cubs,W,0.481481481,47,26.13,0.318,9.2,17.3,0.635802469,46.7,30.36,0.333,20.6,38
Mariners,Rangers,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.586419753,46.2,25.24,0.324,10.1,18.7
Athletics,Astros,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Cardinals,Brewers,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Yankees,Royals,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.5,46.3,27.5,0.307,9.9,14.6
Reds,Angels,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.456790123,42.4,25.16,0.314,6.7,20.7
WhiteSox,Tigers,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.534161491,48,27.31,0.33,17.4,19.4
Rays,RedSox,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.574074074,46.6,29.18,0.346,18.1,35
Mariners,Rangers,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.586419753,46.2,25.24,0.324,10.1,18.7
Athletics,Astros,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Dodgers,Rockies,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.462962963,48.8,26.66,0.339,13.5,17.5
Dodgers,Rockies,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.462962963,48.8,26.66,0.339,13.5,17.5
Reds,Angels,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.456790123,42.4,25.16,0.314,6.7,20.7
BlueJays,Orioles,L,0.549382716,46.7,28.14,0.327,19,23.7,0.549382716,47.3,26.91,0.326,15.4,20.2
Nationals,Phillies,L,0.586419753,45.8,31.17,0.322,23.2,23,0.438271605,47,28.53,0.296,13.6,10.2
Marlins,Mets,W,0.49068323,46.1,28.77,0.309,14.5,20,0.537037037,45.9,29.76,0.315,24.4,20.5
Twins,Indians,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.583850932,46.4,30.09,0.326,18.7,26.7
Padres,Braves,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.422360248,45.5,26.35,0.304,8.9,10
Pirates,Cubs,W,0.481481481,47,26.13,0.318,9.2,17.3,0.635802469,46.7,30.36,0.333,20.6,38
Cardinals,Brewers,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.450617284,49.9,25.31,0.315,12.5,12.3
Yankees,Royals,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.5,46.3,27.5,0.307,9.9,14.6
Padres,Braves,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.422360248,45.5,26.35,0.304,8.9,10
Marlins,Mets,L,0.49068323,46.1,28.77,0.309,14.5,20,0.537037037,45.9,29.76,0.315,24.4,20.5
Giants,Cubs,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.635802469,46.7,30.36,0.333,20.6,38
WhiteSox,Twins,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.364197531,47.9,26.48,0.317,8.5,12.5
Giants,Cubs,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.635802469,46.7,30.36,0.333,20.6,38
Braves,Phillies,L,0.422360248,45.5,26.35,0.304,8.9,10,0.438271605,47,28.53,0.296,13.6,10.2
Brewers,Pirates,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.481481481,47,26.13,0.318,9.2,17.3
Yankees,Orioles,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.549382716,47.3,26.91,0.326,15.4,20.2
Marlins,Indians,W,0.49068323,46.1,28.77,0.309,14.5,20,0.583850932,46.4,30.09,0.326,18.7,26.7
Cardinals,Reds,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
BlueJays,Rays,W,0.549382716,46.7,28.14,0.327,19,23.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Nationals,Mets,L,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
Astros,Rangers,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.586419753,46.2,25.24,0.324,10.1,18.7
WhiteSox,Twins,L,0.481481481,46.7,27.06,0.314,15.9,16.4,0.364197531,47.9,26.48,0.317,8.5,12.5
Tigers,Royals,L,0.534161491,48,27.31,0.33,17.4,19.4,0.5,46.3,27.5,0.307,9.9,14.6
RedSox,Athletics,L,0.574074074,46.6,29.18,0.346,18.1,35,0.425925926,43.6,26.37,0.302,12.2,2.7
Angels,Mariners,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Padres,Dodgers,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.561728395,46.3,32.05,0.314,22.7,24.2
Giants,Cubs,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.635802469,46.7,30.36,0.333,20.6,38
Astros,Rangers,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.586419753,46.2,25.24,0.324,10.1,18.7
Cardinals,Reds,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
BlueJays,Rays,W,0.549382716,46.7,28.14,0.327,19,23.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Braves,Phillies,L,0.422360248,45.5,26.35,0.304,8.9,10,0.438271605,47,28.53,0.296,13.6,10.2
Brewers,Pirates,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.481481481,47,26.13,0.318,9.2,17.3
Yankees,Orioles,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.549382716,47.3,26.91,0.326,15.4,20.2
WhiteSox,Twins,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.364197531,47.9,26.48,0.317,8.5,12.5
Marlins,Indians,W,0.49068323,46.1,28.77,0.309,14.5,20,0.583850932,46.4,30.09,0.326,18.7,26.7
Nationals,Mets,W,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
Tigers,Royals,W,0.534161491,48,27.31,0.33,17.4,19.4,0.5,46.3,27.5,0.307,9.9,14.6
RedSox,Athletics,L,0.574074074,46.6,29.18,0.346,18.1,35,0.425925926,43.6,26.37,0.302,12.2,2.7
Angels,Mariners,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Padres,Dodgers,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.561728395,46.3,32.05,0.314,22.7,24.2
Cardinals,Reds,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
BlueJays,Rays,L,0.549382716,46.7,28.14,0.327,19,23.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Braves,Phillies,L,0.422360248,45.5,26.35,0.304,8.9,10,0.438271605,47,28.53,0.296,13.6,10.2
Brewers,Pirates,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.481481481,47,26.13,0.318,9.2,17.3
Yankees,Orioles,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.549382716,47.3,26.91,0.326,15.4,20.2
WhiteSox,Twins,L,0.481481481,46.7,27.06,0.314,15.9,16.4,0.364197531,47.9,26.48,0.317,8.5,12.5
Tigers,Royals,L,0.534161491,48,27.31,0.33,17.4,19.4,0.5,46.3,27.5,0.307,9.9,14.6
Giants,Cubs,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.635802469,46.7,30.36,0.333,20.6,38
Astros,Rangers,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.586419753,46.2,25.24,0.324,10.1,18.7
RedSox,Athletics,W,0.574074074,46.6,29.18,0.346,18.1,35,0.425925926,43.6,26.37,0.302,12.2,2.7
Angels,Mariners,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Marlins,Indians,W,0.49068323,46.1,28.77,0.309,14.5,20,0.583850932,46.4,30.09,0.326,18.7,26.7
Padres,Dodgers,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.561728395,46.3,32.05,0.314,22.7,24.2
Nationals,Mets,W,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
BlueJays,Yankees,W,0.549382716,46.7,28.14,0.327,19,23.7,0.518518519,44.8,30.4,0.311,18.2,14.6
Orioles,Rays,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.419753086,48.8,29.26,0.315,12.2,17.3
Cubs,Brewers,L,0.635802469,46.7,30.36,0.333,20.6,38,0.450617284,49.9,25.31,0.315,12.5,12.3
Mets,Reds,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.419753086,46.7,26.46,0.311,-1.4,15.9
Phillies,Marlins,L,0.438271605,47,28.53,0.296,13.6,10.2,0.49068323,46.1,28.77,0.309,14.5,20
Royals,Twins,L,0.5,46.3,27.5,0.307,9.9,14.6,0.364197531,47.9,26.48,0.317,8.5,12.5
Braves,Nationals,W,0.422360248,45.5,26.35,0.304,8.9,10,0.586419753,45.8,31.17,0.322,23.2,23
Angels,Athletics,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Cardinals,Pirates,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.481481481,47,26.13,0.318,9.2,17.3
Tigers,WhiteSox,L,0.534161491,48,27.31,0.33,17.4,19.4,0.481481481,46.7,27.06,0.314,15.9,16.4
Giants,Rockies,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.462962963,48.8,26.66,0.339,13.5,17.5
Rangers,Mariners,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.530864198,46.6,28.27,0.325,12.9,20.9
RedSox,Padres,W,0.574074074,46.6,29.18,0.346,18.1,35,0.419753086,48.5,26.19,0.297,8.7,11.6
Astros,Indians,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.583850932,46.4,30.09,0.326,18.7,26.7
Braves,Nationals,W,0.422360248,45.5,26.35,0.304,8.9,10,0.586419753,45.8,31.17,0.322,23.2,23
Cardinals,Pirates,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.481481481,47,26.13,0.318,9.2,17.3
BlueJays,Yankees,W,0.549382716,46.7,28.14,0.327,19,23.7,0.518518519,44.8,30.4,0.311,18.2,14.6
Orioles,Rays,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.419753086,48.8,29.26,0.315,12.2,17.3
