AWAY,HOME,HOME_TEAM_RESULT,W%,Off,K%,AVG,P_Index,B_index
Angels,Rangers,L,0.12962963,11.1,3.6,0.002,0.2,3.8
Royals,Twins,L,-0.135802469,57.2,2.6,-0.01,-1.02,1.6
Cubs,Cardinals,W,-0.104938272,-36,0.1,-0.001,-2.47,0
Reds,Dodgers,W,0.141975309,61.9,0.3,-0.007,4.29,-0.4
Athletics,Mariners,L,0.104938272,140.2,1.7,0.013,1.59,3
Padres,Giants,W,0.117283951,54.8,-7.3,0.023,1.25,-5
Rays,Marlins,L,0.070930143,-42.3,-4.7,0.02,-0.05,-2.7
Mets,Nationals,W,0.049382716,17.4,-1.1,0.01,1.44,-0.1
BlueJays,Yankees,W,-0.030864198,-60.2,-2.3,0.004,1.97,-1.9
Cubs,Cardinals,L,-0.104938272,-36,0.1,-0.001,-2.47,0
Rockies,RedSox,W,0.111111111,161.8,-2.9,0.007,1.98,-2.2
Brewers,Braves,L,-0.028257036,-50.3,-5.5,0.011,1.01,-4.4
Phillies,Tigers,W,0.095889886,155,-1.7,0.027,-1.1,1
Angels,Rangers,W,0.12962963,11.1,3.6,0.002,0.2,3.8
Orioles,Astros,W,-0.030864198,-19,1.7,-0.009,2.04,0.8
Indians,WhiteSox,L,-0.10236945,-58.9,0.8,-0.005,-2.44,0.3
Royals,Twins,L,-0.135802469,57.2,2.6,-0.01,-1.02,1.6
Reds,Dodgers,W,0.141975309,61.9,0.3,-0.007,4.29,-0.4
Athletics,Mariners,W,0.104938272,140.2,1.7,0.013,1.59,3
Padres,Giants,W,0.117283951,54.8,-7.3,0.023,1.25,-5
Mets,Nationals,L,0.049382716,17.4,-1.1,0.01,1.44,-0.1
Royals,Twins,W,-0.135802469,57.2,2.6,-0.01,-1.02,1.6
Phillies,Tigers,L,0.095889886,155,-1.7,0.027,-1.1,1
Cubs,Cardinals,L,-0.104938272,-36,0.1,-0.001,-2.47,0
Angels,Rangers,W,0.12962963,11.1,3.6,0.002,0.2,3.8
Indians,WhiteSox,L,-0.10236945,-58.9,0.8,-0.005,-2.44,0.3
Padres,Giants,W,0.117283951,54.8,-7.3,0.023,1.25,-5
BlueJays,Yankees,L,-0.030864198,-60.2,-2.3,0.004,1.97,-1.9
Rockies,RedSox,W,0.111111111,161.8,-2.9,0.007,1.98,-2.2
Marlins,Rays,L,-0.070930143,42.3,4.7,-0.02,0.05,2.7
Brewers,Braves,L,-0.028257036,-50.3,-5.5,0.011,1.01,-4.4
Orioles,Astros,W,-0.030864198,-19,1.7,-0.009,2.04,0.8
Reds,Dodgers,W,0.141975309,61.9,0.3,-0.007,4.29,-0.4
Athletics,Mariners,W,0.104938272,140.2,1.7,0.013,1.59,3
Marlins,Rays,L,-0.070930143,42.3,4.7,-0.02,0.05,2.7
BlueJays,Yankees,L,-0.030864198,-60.2,-2.3,0.004,1.97,-1.9
Cardinals,Nationals,W,0.055555556,-27,-1,0.001,3.04,-0.9
Rockies,RedSox,L,0.111111111,161.8,-2.9,0.007,1.98,-2.2
Brewers,Braves,L,-0.028257036,-50.3,-5.5,0.011,1.01,-4.4
Orioles,Astros,W,-0.030864198,-19,1.7,-0.009,2.04,0.8
Phillies,Cubs,W,0.197530864,195.6,-1.9,0.016,1.71,-0.3
Cardinals,Nationals,L,0.055555556,-27,-1,0.001,3.04,-0.9
RedSox,BlueJays,W,-0.024691358,-104.4,3.5,-0.034,-1.11,0.1
Orioles,Indians,L,0.034468216,10.8,-1.5,0.006,2.44,-0.9
Dodgers,Mets,W,-0.024691358,-6.7,-0.1,-0.003,-2.22,-0.4
Yankees,Rays,L,-0.098765432,34.6,4.9,-0.009,-0.76,4
Marlins,Braves,W,-0.068322981,-55.9,0.2,-0.008,-2.34,-0.6
Pirates,Rangers,L,0.104938272,12.9,-1.3,0.005,-0.74,-0.8
Reds,Brewers,W,0.030864198,20.2,4.4,-0.012,-1.41,3.2
WhiteSox,Royals,W,0.018518519,-55.4,-0.8,0.004,0.39,-0.4
Giants,Rockies,W,-0.074074074,-19.4,3.6,0.017,-0.87,5.3
Tigers,Athletics,L,-0.108235565,-117.2,-2.3,-0.021,-0.83,-4.4
Astros,Angels,W,-0.061728395,-25.5,-7,0.013,-3.78,-5.7
Twins,Mariners,L,0.166666667,65.8,-2.1,0.008,1.41,-1.3
RedSox,BlueJays,W,-0.024691358,-104.4,3.5,-0.034,-1.11,0.1
WhiteSox,Royals,W,0.018518519,-55.4,-0.8,0.004,0.39,-0.4
Phillies,Cubs,W,0.197530864,195.6,-1.9,0.016,1.71,-0.3
Tigers,Athletics,W,-0.108235565,-117.2,-2.3,-0.021,-0.83,-4.4
Orioles,Indians,W,0.034468216,10.8,-1.5,0.006,2.44,-0.9
Reds,Brewers,L,0.030864198,20.2,4.4,-0.012,-1.41,3.2
Marlins,Braves,W,-0.068322981,-55.9,0.2,-0.008,-2.34,-0.6
Yankees,Rays,W,-0.098765432,34.6,4.9,-0.009,-0.76,4
Giants,Rockies,L,-0.074074074,-19.4,3.6,0.017,-0.87,5.3
Dodgers,Mets,L,-0.024691358,-6.7,-0.1,-0.003,-2.22,-0.4
Pirates,Rangers,W,0.104938272,12.9,-1.3,0.005,-0.74,-0.8
Cardinals,Nationals,L,0.055555556,-27,-1,0.001,3.04,-0.9
Astros,Angels,L,-0.061728395,-25.5,-7,0.013,-3.78,-5.7
Twins,Mariners,L,0.166666667,65.8,-2.1,0.008,1.41,-1.3
RedSox,BlueJays,L,-0.024691358,-104.4,3.5,-0.034,-1.11,0.1
Orioles,Indians,L,0.034468216,10.8,-1.5,0.006,2.44,-0.9
Yankees,Rays,L,-0.098765432,34.6,4.9,-0.009,-0.76,4
Cardinals,Nationals,W,0.055555556,-27,-1,0.001,3.04,-0.9
Reds,Brewers,W,0.030864198,20.2,4.4,-0.012,-1.41,3.2
WhiteSox,Royals,W,0.018518519,-55.4,-0.8,0.004,0.39,-0.4
Phillies,Cubs,W,0.197530864,195.6,-1.9,0.016,1.71,-0.3
Pirates,Rangers,W,0.104938272,12.9,-1.3,0.005,-0.74,-0.8
Astros,Angels,L,-0.061728395,-25.5,-7,0.013,-3.78,-5.7
Tigers,Athletics,W,-0.108235565,-117.2,-2.3,-0.021,-0.83,-4.4
Twins,Mariners,L,0.166666667,65.8,-2.1,0.008,1.41,-1.3
Giants,Rockies,L,-0.074074074,-19.4,3.6,0.017,-0.87,5.3
Marlins,Braves,L,-0.068322981,-55.9,0.2,-0.008,-2.34,-0.6
Dodgers,Mets,L,-0.024691358,-6.7,-0.1,-0.003,-2.22,-0.4
WhiteSox,Mets,W,0.055555556,4.8,0.3,-0.011,1.96,-0.8
Giants,Braves,W,-0.114676789,-85.8,2.3,-0.003,-1.18,2
RedSox,Orioles,L,-0.024691358,-99.6,3.3,-0.026,-1.78,0.7
Cardinals,Brewers,L,-0.080246914,-79.4,4.3,-0.011,-1.88,3.2
Twins,Athletics,W,0.061728395,-74.4,-3.8,-0.005,-0.18,-4.3
Reds,Rockies,L,0.043209877,36.3,0.2,0.019,-0.09,2.1
Padres,Mariners,W,0.111111111,117.1,-4.3,0.024,1.36,-1.9
Dodgers,Cubs,W,0.074074074,73.7,-0.3,0.007,-1.35,0.4
Rangers,Indians,L,-0.002568821,44.2,0.2,0,3.98,0.2
Nationals,Phillies,L,-0.148148148,-132.6,2.8,-0.016,-2.28,1.2
Yankees,BlueJays,W,0.030864198,60.2,2.3,-0.004,-1.97,1.9
Pirates,Marlins,L,0.009201748,-26.4,-1.5,0.006,2.63,-0.9
Rays,Royals,W,0.080246914,-73.1,-4.3,0.018,-1.49,-2.5
Tigers,Angels,W,-0.077371367,-41,-4.9,-0.007,-1.76,-5.6
Padres,Mariners,W,0.111111111,117.1,-4.3,0.024,1.36,-1.9
Rangers,Indians,L,-0.002568821,44.2,0.2,0,3.98,0.2
RedSox,Orioles,L,-0.024691358,-99.6,3.3,-0.026,-1.78,0.7
Nationals,Phillies,L,-0.148148148,-132.6,2.8,-0.016,-2.28,1.2
Yankees,BlueJays,W,0.030864198,60.2,2.3,-0.004,-1.97,1.9
WhiteSox,Mets,L,0.055555556,4.8,0.3,-0.011,1.96,-0.8
Pirates,Marlins,W,0.009201748,-26.4,-1.5,0.006,2.63,-0.9
Giants,Braves,L,-0.114676789,-85.8,2.3,-0.003,-1.18,2
Dodgers,Cubs,L,0.074074074,73.7,-0.3,0.007,-1.35,0.4
Cardinals,Brewers,L,-0.080246914,-79.4,4.3,-0.011,-1.88,3.2
Rays,Royals,W,0.080246914,-73.1,-4.3,0.018,-1.49,-2.5
Reds,Rockies,W,0.043209877,36.3,0.2,0.019,-0.09,2.1
Tigers,Angels,W,-0.077371367,-41,-4.9,-0.007,-1.76,-5.6
Twins,Athletics,W,0.061728395,-74.4,-3.8,-0.005,-0.18,-4.3
WhiteSox,Mets,L,0.055555556,4.8,0.3,-0.011,1.96,-0.8
Cardinals,Brewers,W,-0.080246914,-79.4,4.3,-0.011,-1.88,3.2
Twins,Athletics,W,0.061728395,-74.4,-3.8,-0.005,-0.18,-4.3
Rangers,Indians,W,-0.002568821,44.2,0.2,0,3.98,0.2
RedSox,Orioles,W,-0.024691358,-99.6,3.3,-0.026,-1.78,0.7
Tigers,Angels,L,-0.077371367,-41,-4.9,-0.007,-1.76,-5.6
Nationals,Phillies,L,-0.148148148,-132.6,2.8,-0.016,-2.28,1.2
Yankees,BlueJays,W,0.030864198,60.2,2.3,-0.004,-1.97,1.9
Pirates,Marlins,W,0.009201748,-26.4,-1.5,0.006,2.63,-0.9
Giants,Braves,W,-0.114676789,-85.8,2.3,-0.003,-1.18,2
Dodgers,Cubs,W,0.074074074,73.7,-0.3,0.007,-1.35,0.4
Rays,Royals,W,0.080246914,-73.1,-4.3,0.018,-1.49,-2.5
Reds,Rockies,L,0.043209877,36.3,0.2,0.019,-0.09,2.1
Mariners,Padres,W,-0.111111111,-117.1,4.3,-0.024,-1.36,1.9
Giants,Braves,L,-0.114676789,-85.8,2.3,-0.003,-1.18,2
Dodgers,Cubs,W,0.074074074,73.7,-0.3,0.007,-1.35,0.4
RedSox,Orioles,W,-0.024691358,-99.6,3.3,-0.026,-1.78,0.7
Brewers,Phillies,L,-0.012345679,-80.2,-2.5,-0.004,2.64,-2.9
Royals,Indians,W,0.083850932,114.3,0,0.001,2.05,0.1
Pirates,Marlins,W,0.009201748,-26.4,-1.5,0.006,2.63,-0.9
Yankees,Tigers,L,0.015642972,61.5,1.7,0.015,-2.62,3.2
Rays,Twins,W,-0.055555556,-15.9,-1.7,0.008,-2.51,-0.9
Reds,Rockies,L,0.043209877,36.3,0.2,0.019,-0.09,2.1
Mariners,Padres,L,-0.111111111,-117.1,4.3,-0.024,-1.36,1.9
Angels,Pirates,L,0.024691358,-1.8,4.9,-0.003,0.94,4.6
Brewers,Phillies,W,-0.012345679,-80.2,-2.5,-0.004,2.64,-2.9
Yankees,Orioles,W,0.030864198,65,2.1,0.004,-2.64,2.5
WhiteSox,Tigers,W,0.052680009,44.6,0.3,0.01,0.02,1.3
Royals,Indians,W,0.083850932,114.3,0,0.001,2.05,0.1
Mets,Marlins,L,-0.046353807,-29.4,-1.5,0.017,-0.13,0.2
BlueJays,RedSox,L,0.024691358,104.4,-3.5,0.034,1.11,-0.1
Nationals,Reds,W,-0.166666667,-72.6,0.9,0,-3.51,0.9
Mariners,Rangers,W,0.055555556,-52.9,-0.7,0.003,-2.32,-0.4
Athletics,Astros,W,0.092592593,101.7,4.4,0.001,2.85,4.5
Rays,Twins,L,-0.055555556,-15.9,-1.7,0.008,-2.51,-0.9
Giants,Cardinals,L,-0.00617284,43.9,3.5,-0.003,-0.31,3.2
Braves,Dodgers,W,0.139368147,92,1.4,-0.006,4.69,0.8
Rockies,Padres,W,-0.043209877,-35.4,3.7,-0.04,-0.38,-0.3
Brewers,Phillies,L,-0.012345679,-80.2,-2.5,-0.004,2.64,-2.9
Angels,Pirates,W,0.024691358,-1.8,4.9,-0.003,0.94,4.6
BlueJays,RedSox,W,0.024691358,104.4,-3.5,0.034,1.11,-0.1
WhiteSox,Tigers,W,0.052680009,44.6,0.3,0.01,0.02,1.3
Mets,Marlins,L,-0.046353807,-29.4,-1.5,0.017,-0.13,0.2
Athletics,Astros,W,0.092592593,101.7,4.4,0.001,2.85,4.5
Rays,Twins,L,-0.055555556,-15.9,-1.7,0.008,-2.51,-0.9
Nationals,Reds,W,-0.166666667,-72.6,0.9,0,-3.51,0.9
Royals,Indians,W,0.083850932,114.3,0,0.001,2.05,0.1
Yankees,Orioles,L,0.030864198,65,2.1,0.004,-2.64,2.5
Giants,Cardinals,W,-0.00617284,43.9,3.5,-0.003,-0.31,3.2
Mariners,Rangers,W,0.055555556,-52.9,-0.7,0.003,-2.32,-0.4
Braves,Dodgers,W,0.139368147,92,1.4,-0.006,4.69,0.8
Rockies,Padres,W,-0.043209877,-35.4,3.7,-0.04,-0.38,-0.3
WhiteSox,Tigers,W,0.052680009,44.6,0.3,0.01,0.02,1.3
Royals,Indians,W,0.083850932,114.3,0,0.001,2.05,0.1
Mets,Marlins,W,-0.046353807,-29.4,-1.5,0.017,-0.13,0.2
Nationals,Reds,L,-0.166666667,-72.6,0.9,0,-3.51,0.9
Angels,Pirates,L,0.024691358,-1.8,4.9,-0.003,0.94,4.6
Brewers,Phillies,W,-0.012345679,-80.2,-2.5,-0.004,2.64,-2.9
Yankees,Orioles,W,0.030864198,65,2.1,0.004,-2.64,2.5
BlueJays,RedSox,L,0.024691358,104.4,-3.5,0.034,1.11,-0.1
Athletics,Astros,W,0.092592593,101.7,4.4,0.001,2.85,4.5
Rays,Twins,L,-0.055555556,-15.9,-1.7,0.008,-2.51,-0.9
Mariners,Rangers,W,0.055555556,-52.9,-0.7,0.003,-2.32,-0.4
Braves,Dodgers,W,0.139368147,92,1.4,-0.006,4.69,0.8
Giants,Cardinals,W,-0.00617284,43.9,3.5,-0.003,-0.31,3.2
Rockies,Padres,L,-0.043209877,-35.4,3.7,-0.04,-0.38,-0.3
Cubs,Phillies,L,-0.197530864,-195.6,1.9,-0.016,-1.71,0.3
Royals,Orioles,W,0.049382716,103.5,1.5,-0.005,-0.39,1
Angels,Yankees,W,0.061728395,-20.5,3.2,-0.008,4.38,2.4
BlueJays,Tigers,W,-0.015221225,1.3,-0.6,0.019,-0.65,1.3
Astros,Rangers,W,0.067901235,-14.4,-3.4,0.015,-3.58,-1.9
Braves,Padres,W,-0.002607162,31,5,-0.02,-0.07,3
Indians,Mariners,L,-0.052986734,8.7,0.5,-0.003,-1.66,0.2
Rockies,Dodgers,L,0.098765432,25.6,0.1,-0.026,4.38,-2.5
Mets,Pirates,W,-0.055555556,-3,0,0.011,-2.76,1.1
Mets,Pirates,W,-0.055555556,-3,0,0.011,-2.76,1.1
Cubs,Phillies,W,-0.197530864,-195.6,1.9,-0.016,-1.71,0.3
Royals,Orioles,W,0.049382716,103.5,1.5,-0.005,-0.39,1
Angels,Yankees,W,0.061728395,-20.5,3.2,-0.008,4.38,2.4
Cardinals,Reds,W,-0.111111111,-99.6,-0.1,0.001,-0.47,0
BlueJays,Tigers,W,-0.015221225,1.3,-0.6,0.019,-0.65,1.3
Astros,Rangers,W,0.067901235,-14.4,-3.4,0.015,-3.58,-1.9
Marlins,Twins,W,-0.126485699,26.4,3,-0.012,-2.46,1.8
Athletics,Brewers,W,0.024691358,42.4,6.5,-0.002,-0.71,6.3
Nationals,WhiteSox,L,-0.104938272,-22.2,0.8,0.001,-3.4,0.9
Braves,Padres,W,-0.002607162,31,5,-0.02,-0.07,3
Indians,Mariners,W,-0.052986734,8.7,0.5,-0.003,-1.66,0.2
Rockies,Dodgers,W,0.098765432,25.6,0.1,-0.026,4.38,-2.5
RedSox,Giants,L,-0.037037037,-142.4,-0.7,-0.024,-1.11,-3.1
Cubs,Phillies,L,-0.197530864,-195.6,1.9,-0.016,-1.71,0.3
BlueJays,Tigers,L,-0.015221225,1.3,-0.6,0.019,-0.65,1.3
Braves,Padres,L,-0.002607162,31,5,-0.02,-0.07,3
Royals,Orioles,W,0.049382716,103.5,1.5,-0.005,-0.39,1
Angels,Yankees,W,0.061728395,-20.5,3.2,-0.008,4.38,2.4
Mets,Pirates,L,-0.055555556,-3,0,0.011,-2.76,1.1
Cardinals,Reds,L,-0.111111111,-99.6,-0.1,0.001,-0.47,0
Astros,Rangers,L,0.067901235,-14.4,-3.4,0.015,-3.58,-1.9
Marlins,Twins,W,-0.126485699,26.4,3,-0.012,-2.46,1.8
Athletics,Brewers,W,0.024691358,42.4,6.5,-0.002,-0.71,6.3
Nationals,WhiteSox,L,-0.104938272,-22.2,0.8,0.001,-3.4,0.9
Indians,Mariners,W,-0.052986734,8.7,0.5,-0.003,-1.66,0.2
Rockies,Dodgers,L,0.098765432,25.6,0.1,-0.026,4.38,-2.5
RedSox,Giants,W,-0.037037037,-142.4,-0.7,-0.024,-1.11,-3.1
Astros,Rangers,W,0.067901235,-14.4,-3.4,0.015,-3.58,-1.9
Pirates,Rockies,W,-0.018518519,-15.9,0,0.018,0.6,1.8
Angels,Yankees,W,0.061728395,-20.5,3.2,-0.008,4.38,2.4
Orioles,BlueJays,L,0,-4.8,0.2,-0.008,0.67,-0.6
Cardinals,Reds,L,-0.111111111,-99.6,-0.1,0.001,-0.47,0
Marlins,Twins,L,-0.126485699,26.4,3,-0.012,-2.46,1.8
Mets,Brewers,L,-0.086419753,-35,4.2,-0.002,-3.48,4
Nationals,WhiteSox,W,-0.104938272,-22.2,0.8,0.001,-3.4,0.9
Indians,Mariners,L,-0.052986734,8.7,0.5,-0.003,-1.66,0.2
Tigers,Yankees,W,-0.015642972,-61.5,-1.7,-0.015,2.62,-3.2
Phillies,Nationals,W,0.148148148,132.6,-2.8,0.016,2.28,-1.2
Cardinals,Pirates,L,-0.049382716,-47.4,0.1,0.002,-1.16,0.3
Orioles,BlueJays,W,0,-4.8,0.2,-0.008,0.67,-0.6
Astros,Rays,W,-0.098765432,-11.4,1.1,-0.004,-0.16,0.7
Athletics,Reds,W,-0.00617284,22.2,2.1,0.01,0.7,3.1
Cubs,Braves,W,-0.213442221,-165.7,-1.1,-0.001,-3.34,-1.2
RedSox,Twins,L,-0.209876543,-145.9,4.4,-0.031,-2.41,1.3
Royals,WhiteSox,W,-0.018518519,55.4,0.8,-0.004,-0.39,0.4
Mets,Brewers,L,-0.086419753,-35,4.2,-0.002,-3.48,4
Padres,Rockies,L,0.043209877,35.4,-3.7,0.04,0.38,0.3
Indians,Angels,L,-0.127060808,-55.3,-3.8,-0.002,-4.18,-4
Rangers,Mariners,W,-0.055555556,52.9,0.7,-0.003,2.32,0.4
Dodgers,Giants,L,-0.024691358,-6.2,-3.7,0.009,-3.51,-2.8
Phillies,Nationals,W,0.148148148,132.6,-2.8,0.016,2.28,-1.2
Orioles,BlueJays,W,0,-4.8,0.2,-0.008,0.67,-0.6
RedSox,Twins,L,-0.209876543,-145.9,4.4,-0.031,-2.41,1.3
Royals,WhiteSox,L,-0.018518519,55.4,0.8,-0.004,-0.39,0.4
Cubs,Braves,L,-0.213442221,-165.7,-1.1,-0.001,-3.34,-1.2
Astros,Rays,L,-0.098765432,-11.4,1.1,-0.004,-0.16,0.7
Mets,Brewers,W,-0.086419753,-35,4.2,-0.002,-3.48,4
Athletics,Reds,W,-0.00617284,22.2,2.1,0.01,0.7,3.1
Padres,Rockies,W,0.043209877,35.4,-3.7,0.04,0.38,0.3
Tigers,Yankees,L,-0.015642972,-61.5,-1.7,-0.015,2.62,-3.2
Dodgers,Giants,W,-0.024691358,-6.2,-3.7,0.009,-3.51,-2.8
Cardinals,Pirates,L,-0.049382716,-47.4,0.1,0.002,-1.16,0.3
Indians,Angels,W,-0.127060808,-55.3,-3.8,-0.002,-4.18,-4
Rangers,Mariners,L,-0.055555556,52.9,0.7,-0.003,2.32,0.4
Orioles,BlueJays,W,0,-4.8,0.2,-0.008,0.67,-0.6
Astros,Rays,W,-0.098765432,-11.4,1.1,-0.004,-0.16,0.7
Athletics,Reds,L,-0.00617284,22.2,2.1,0.01,0.7,3.1
Cubs,Braves,L,-0.213442221,-165.7,-1.1,-0.001,-3.34,-1.2
Tigers,Yankees,L,-0.015642972,-61.5,-1.7,-0.015,2.62,-3.2
RedSox,Twins,W,-0.209876543,-145.9,4.4,-0.031,-2.41,1.3
Royals,WhiteSox,L,-0.018518519,55.4,0.8,-0.004,-0.39,0.4
Mets,Brewers,W,-0.086419753,-35,4.2,-0.002,-3.48,4
Indians,Angels,L,-0.127060808,-55.3,-3.8,-0.002,-4.18,-4
Phillies,Nationals,W,0.148148148,132.6,-2.8,0.016,2.28,-1.2
Padres,Rockies,W,0.043209877,35.4,-3.7,0.04,0.38,0.3
Rangers,Mariners,L,-0.055555556,52.9,0.7,-0.003,2.32,0.4
Cardinals,Pirates,L,-0.049382716,-47.4,0.1,0.002,-1.16,0.3
Dodgers,Giants,W,-0.024691358,-6.2,-3.7,0.009,-3.51,-2.8
Cubs,Nationals,W,-0.049382716,-63,-0.9,0,0.57,-0.9
Phillies,BlueJays,L,0.111111111,153.7,-1.1,0.008,-0.45,-0.3
Reds,Braves,L,0.002607162,-30.1,-1.1,-0.001,-0.4,-1.2
Tigers,WhiteSox,W,-0.052680009,-44.6,-0.3,-0.01,-0.02,-1.3
Indians,Royals,W,-0.083850932,-114.3,0,-0.001,-2.05,-0.1
Twins,Angels,L,0.092592593,1.8,-6.4,0.009,-1.11,-5.5
Rangers,Athletics,W,-0.160493827,-87.3,-1,-0.016,0.73,-2.6
Marlins,Padres,L,-0.070930143,-24.9,5.2,-0.028,-2.41,2.4
Brewers,Giants,W,0.086419753,35.5,-7.8,0.014,2.19,-6.4
Phillies,BlueJays,W,0.111111111,153.7,-1.1,0.008,-0.45,-0.3
Cubs,Nationals,L,-0.049382716,-63,-0.9,0,0.57,-0.9
Orioles,RedSox,L,0.024691358,99.6,-3.3,0.026,1.78,-0.7
Reds,Braves,L,0.002607162,-30.1,-1.1,-0.001,-0.4,-1.2
Pirates,Mets,L,0.055555556,3,0,-0.011,2.76,-1.1
Mariners,Rays,W,-0.111111111,-49.9,3.8,-0.016,1.1,2.2
Tigers,WhiteSox,L,-0.052680009,-44.6,-0.3,-0.01,-0.02,-1.3
Indians,Royals,W,-0.083850932,-114.3,0,-0.001,-2.05,-0.1
Astros,Cardinals,L,0.012345679,20.1,-2.2,0.008,-1.68,-1.4
Yankees,Rockies,W,-0.055555556,2.8,1.7,0.023,-2.84,4
Twins,Angels,W,0.092592593,1.8,-6.4,0.009,-1.11,-5.5
Rangers,Athletics,L,-0.160493827,-87.3,-1,-0.016,0.73,-2.6
Marlins,Padres,L,-0.070930143,-24.9,5.2,-0.028,-2.41,2.4
Brewers,Giants,W,0.086419753,35.5,-7.8,0.014,2.19,-6.4
Yankees,Rockies,W,-0.055555556,2.8,1.7,0.023,-2.84,4
Marlins,Padres,W,-0.070930143,-24.9,5.2,-0.028,-2.41,2.4
Brewers,Giants,W,0.086419753,35.5,-7.8,0.014,2.19,-6.4
Cubs,Nationals,W,-0.049382716,-63,-0.9,0,0.57,-0.9
BlueJays,Phillies,L,-0.111111111,-153.7,1.1,-0.008,0.45,0.3
Orioles,RedSox,W,0.024691358,99.6,-3.3,0.026,1.78,-0.7
Reds,Braves,W,0.002607162,-30.1,-1.1,-0.001,-0.4,-1.2
Pirates,Mets,W,0.055555556,3,0,-0.011,2.76,-1.1
Mariners,Rays,W,-0.111111111,-49.9,3.8,-0.016,1.1,2.2
Astros,Cardinals,L,0.012345679,20.1,-2.2,0.008,-1.68,-1.4
Tigers,WhiteSox,W,-0.052680009,-44.6,-0.3,-0.01,-0.02,-1.3
Indians,Royals,W,-0.083850932,-114.3,0,-0.001,-2.05,-0.1
Twins,Angels,W,0.092592593,1.8,-6.4,0.009,-1.11,-5.5
Rangers,Athletics,L,-0.160493827,-87.3,-1,-0.016,0.73,-2.6
Reds,Braves,W,0.002607162,-30.1,-1.1,-0.001,-0.4,-1.2
Mariners,Rays,L,-0.111111111,-49.9,3.8,-0.016,1.1,2.2
Rangers,Athletics,L,-0.160493827,-87.3,-1,-0.016,0.73,-2.6
BlueJays,Phillies,L,-0.111111111,-153.7,1.1,-0.008,0.45,0.3
Orioles,RedSox,L,0.024691358,99.6,-3.3,0.026,1.78,-0.7
Pirates,Mets,W,0.055555556,3,0,-0.011,2.76,-1.1
Yankees,Twins,L,-0.154320988,18.7,3.2,-0.001,-3.27,3.1
Tigers,Royals,L,-0.034161491,-100,-1.1,-0.006,0.37,-1.7
Brewers,Dodgers,L,0.111111111,41.7,-4.1,0.005,5.7,-3.6
Nationals,Padres,L,-0.166666667,-71.7,4.8,-0.021,-3.98,2.7
Pirates,Cubs,W,0.154320988,83.4,-0.2,-0.001,3.63,-0.3
BlueJays,Orioles,L,0,4.8,-0.2,0.008,-0.67,0.6
Braves,Mets,L,0.114676789,85.3,1.3,-0.009,2.47,0.4
WhiteSox,Indians,W,0.10236945,58.9,-0.8,0.005,2.44,-0.3
Rockies,Marlins,W,0.027720267,-10.5,-1.5,-0.012,2.03,-2.7
Giants,Rays,L,-0.117283951,12.4,6.8,-0.015,1.21,5.3
Mariners,RedSox,L,0.043209877,80.1,-2.3,0.023,1,0
Reds,Astros,L,0.098765432,79.5,2.3,-0.009,2.15,1.4
Yankees,Twins,L,-0.154320988,18.7,3.2,-0.001,-3.27,3.1
Tigers,Royals,W,-0.034161491,-100,-1.1,-0.006,0.37,-1.7
Rangers,Cardinals,L,-0.055555556,34.5,1.2,-0.007,1.9,0.5
Angels,Athletics,W,-0.030864198,-76.2,2.6,-0.014,0.93,1.2
Brewers,Dodgers,W,0.111111111,41.7,-4.1,0.005,5.7,-3.6
Nationals,Padres,L,-0.166666667,-71.7,4.8,-0.021,-3.98,2.7
Yankees,Twins,L,-0.154320988,18.7,3.2,-0.001,-3.27,3.1
Angels,Athletics,L,-0.030864198,-76.2,2.6,-0.014,0.93,1.2
Mariners,RedSox,W,0.043209877,80.1,-2.3,0.023,1,0
BlueJays,Orioles,W,0,4.8,-0.2,0.008,-0.67,0.6
Reds,Astros,W,0.098765432,79.5,2.3,-0.009,2.15,1.4
Rockies,Marlins,W,0.027720267,-10.5,-1.5,-0.012,2.03,-2.7
Giants,Rays,L,-0.117283951,12.4,6.8,-0.015,1.21,5.3
Rangers,Cardinals,L,-0.055555556,34.5,1.2,-0.007,1.9,0.5
WhiteSox,Indians,W,0.10236945,58.9,-0.8,0.005,2.44,-0.3
Braves,Mets,L,0.114676789,85.3,1.3,-0.009,2.47,0.4
Tigers,Royals,W,-0.034161491,-100,-1.1,-0.006,0.37,-1.7
Pirates,Cubs,W,0.154320988,83.4,-0.2,-0.001,3.63,-0.3
Brewers,Dodgers,W,0.111111111,41.7,-4.1,0.005,5.7,-3.6
Nationals,Padres,W,-0.166666667,-71.7,4.8,-0.021,-3.98,2.7
Braves,Mets,L,0.114676789,85.3,1.3,-0.009,2.47,0.4
WhiteSox,Indians,W,0.10236945,58.9,-0.8,0.005,2.44,-0.3
Rockies,Marlins,W,0.027720267,-10.5,-1.5,-0.012,2.03,-2.7
Giants,Rays,L,-0.117283951,12.4,6.8,-0.015,1.21,5.3
Mariners,RedSox,W,0.043209877,80.1,-2.3,0.023,1,0
BlueJays,Orioles,W,0,4.8,-0.2,0.008,-0.67,0.6
Reds,Astros,W,0.098765432,79.5,2.3,-0.009,2.15,1.4
Yankees,Twins,W,-0.154320988,18.7,3.2,-0.001,-3.27,3.1
Tigers,Royals,W,-0.034161491,-100,-1.1,-0.006,0.37,-1.7
Rangers,Cardinals,L,-0.055555556,34.5,1.2,-0.007,1.9,0.5
Angels,Athletics,L,-0.030864198,-76.2,2.6,-0.014,0.93,1.2
